expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,adjs,restrictor_DE,scope_DE,NPI,animate,agent,occupation,clothing,appearance,physical,conceptual,breakable,start_with_vowel,frontable,gender,irrpl,document,negated,locale,institution,arg_clause,homophonous,pluralform,sgequalspl,properNoun,topic,image,v_embed_sc
bothered,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bothering,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confuse,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confuse,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confuses,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confused,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confused,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confusing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgust,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgust,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgusts,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgusted,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgusted,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgusting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distract,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distract,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distracts,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distracted,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distracted,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distracting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturb,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturb,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturbs,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturbed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturbed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disturbing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrass,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrass,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrasses,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrassed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrassed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embarrassing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurt,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurt,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurts,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurt,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurt,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impress,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impress,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impresses,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressing,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritate,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritate,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritates,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritated,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritated,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irritating,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scare,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scare,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scares,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scared,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scared,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scaring,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shock,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shock,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shocks,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shocked,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shocked,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shocking,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stun,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stun,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stuns,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunned,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunned,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upset,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upset,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upsets,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upset,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upset,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upsetting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worry,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worry,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=0^sg=0' animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worries,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=0^sg=1;animate=1^sg=0,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worried,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worried,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worrying,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=0;animate=1,animate=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
approach,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
approach,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
approaches,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
approached,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
approached,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
approaching,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrive at,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrive at,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrives at,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrived at,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrived at,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arriving at,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycott,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycott,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycotts,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycotted,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycotted,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boycotting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;institution=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drop by,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drop by,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drops by,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dropped by,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dropped by,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dropping by,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escape from,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escape from,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escapes from,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escaped from,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escaped from,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escaping from,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examine,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examine,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examines,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examined,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examined,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
examining,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,document=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exit,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exit,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exits,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exited,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exited,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exiting,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explore,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explore,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explores,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explored,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explored,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exploring,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flee from,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flee from,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flees from,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fled from,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fled from,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fleeing from,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go to,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goes to,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
went to,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gone to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
going to,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investigate,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
investigate,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
investigates,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
investigated,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
investigated,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
investigating,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,institution=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
leave,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leave,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaves,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
left,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
left,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaving,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,1,0,0,animate=1,locale=1;animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observe,(S\NP)/NP,TV,1,,,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
observe,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
observes,(S\NP)/NP,TV,1,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
observed,(S\NP)/NP,TV,1,,,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
observed,(S\NP)/NP,TV,1,,,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
